Person_ID,Name_Eng,Name_Chn,Index_Year/01/01 00:00,Sex,Birth_Year,Death_Year,Posting_Name_Eng,Posting_Name_Chn,Posting_First_Year,Posting_Last_Year,Posting_Type,X,Y
19506,Zhang Zhongxing,張中行,1119/01/01 00:00,M,unknown,unknown,Yue Zhou,岳州,960,1279,Zhou,113.0976563,29.37125969
19683,Zhang Tan(3),張坦,1121/01/01 00:00,M,unknown,unknown,Nankang,南康,960,1279,Xian,114.745163,25.658571
19915,Zhang Fu,張虙,1167/01/01 00:00,M,unknown,unknown,Nankang Jun,南康軍,982,1279,Jun,116.041122,29.453486
19915,Zhang Fu,張虙,1167/01/01 00:00,M,unknown,unknown,Chu Zhou,處州,960,1279,Zhou,119.9130096,28.44873238
19915,Zhang Fu,張虙,1167/01/01 00:00,M,unknown,unknown,Linjiang Jun,臨江軍,992,1279,Jun,115.398987,28.015566
21178,Zhang Jin(3),張近,1064/01/01 00:00,M,unknown,unknown,Taiyuan Fu,太原府,979,1126,Fu,112.564827,37.873753
21292,Zhang Dayun,張大允,1122/01/01 00:00,M,unknown,unknown,Yang Zhou,揚州,960,1279,Zhou,119.437187,32.39127
21292,Zhang Dayun,張大允,1122/01/01 00:00,M,unknown,unknown,Jianping,建平,988,1279,Xian,119.181473,31.134151
21292,Zhang Dayun,張大允,1122/01/01 00:00,M,unknown,unknown,Haimen,海門,960,1279,Xian,121.692779,31.842256
21294,Zhang Chuhou,張處厚,1122/01/01 00:00,M,unknown,unknown,Quanjiao,全椒,960,1279,Xian,118.264374,32.098347
21294,Zhang Chuhou,張處厚,1122/01/01 00:00,M,unknown,unknown,Jiaxing,嘉興,960,1275,Xian,120.753204,30.767469
21591,Zhang Zifang,張子方,1009/01/01 00:00,M,unknown,unknown,Jianchang Jun,建昌軍,964,1279,Jun,116.627449,27.559717
21591,Zhang Zifang,張子方,1009/01/01 00:00,M,unknown,unknown,Guanshi,冠氏,960,1126,Xian,115.435004,36.472101
21591,Zhang Zifang,張子方,1009/01/01 00:00,M,unknown,unknown,Danleng,丹稜,960,1279,Xian,103.512261,30.02619
21591,Zhang Zifang,張子方,1009/01/01 00:00,M,unknown,unknown,Linying,臨潁,960,1126,Xian,113.93392,33.85149
21591,Zhang Zifang,張子方,1009/01/01 00:00,M,unknown,unknown,Kaifeng,開封,960,1126,Xian,114.34333,34.785477
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Xuyi Jun,盱貽軍,1129,1129,Jun,118.4953,33.01474
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Linhuan,臨渙,960,1141,Xian,116.547142,33.69017
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Liyang,溧陽,960,1279,Xian,119.486,31.430706
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Jianping,建平,988,1279,Xian,119.181473,31.134151
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Rao Zhou,饒州,960,1279,Zhou,116.6638336,28.99416733
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Xuan Zhou,宣州,960,1279,Zhou,118.7425003,30.94694138
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Sheng Zhou,昇州,976,1017,Zhou,118.76899,32.052563
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,He Zhou,和州,960,1279,Zhou,118.3611221,31.71422386
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Shou Zhou,壽州,960,1115,Zhou,116.7201,32.705585
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Yang Zhou,揚州,960,1279,Zhou,119.437187,32.39127
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Yang Zhou,揚州,960,1279,Zhou,119.437187,32.39127
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Yang Zhou,揚州,960,1279,Zhou,119.437187,32.39127
21592,Zhang Zhen,張縝,1070/01/01 00:00,M,1070,1132,Jiankang Fu,建康府,1129,1279,Fu,118.76899,32.052563
22978,Zhang Wei(2),張緯,1070/01/01 00:00,M,unknown,unknown,Putian,莆田,960,1279,Xian,119.011101,25.433954
23024,Zhang Dazhong,張大中,1095/01/01 00:00,M,unknown,unknown,Nanpu,南浦,960,1279,Xian,108.373596,30.812864
23024,Zhang Dazhong,張大中,1095/01/01 00:00,M,unknown,unknown,Guo Zhou,果州,960,1279,Zhou,106.105835,30.819111
23024,Zhang Dazhong,張大中,1095/01/01 00:00,M,unknown,unknown,Yangshan,陽山,960,1279,Xian,112.638267,24.485014
23024,Zhang Dazhong,張大中,1095/01/01 00:00,M,unknown,unknown,Xuancheng,宣城,960,1279,Xian,118.7425,30.946941
23498,Zhang Fang(3),張方,1170/01/01 00:00,M,unknown,unknown,Jian Zhou,簡州,960,1279,Zhou,104.5652466,30.40324402
23520,Zhang Baolong,張保隆,1032/01/01 00:00,M,unknown,unknown,Cheng Zhou,成州,1144,1224,Zhou,114.2292175,39.43774033
23571,Zhang Mi,張密,1044/01/01 00:00,M,unknown,unknown,Lu Guo,魯國,960,1279,Fengguo,0,0
23989,Zhang Shidan,張士儋,1120/01/01 00:00,M,1120,unknown,He Zhou,和州,960,1279,Zhou,118.3611221,31.71422386
24072,Zhang Geng,張庚,1063/01/01 00:00,M,unknown,unknown,Kaifeng,開封,960,1126,Xian,114.34333,34.785477
24335,Zhang Shouming,張守明,986/01/01 00:00,M,unknown,unknown,Guo Guo,虢國,960,1279,fengguo,0,0
24336,Zhang Qing,張慶,1015/01/01 00:00,M,unknown,unknown,Xiang Guo,相國,960,1279,Fengguo,0,0
24382,Zhang Hu,張琥,1191/01/01 00:00,M,unknown,unknown,Tai Zhou,台州,960,1279,Zhou,121.1205978,28.84313202
24382,Zhang Hu,張琥,1191/01/01 00:00,M,unknown,unknown,Ming Zhou,明州,960,1279,Zhou,121.5426559,29.86631584
24746,Zhang Dao,張衜,1119/01/01 00:00,M,unknown,unknown,Shao Zhou,韶州,960,1279,Zhou,113.6034164,24.81020927
24797,Zhang Bogai,張伯垓,1131/01/01 00:00,M,unknown,unknown,Hui Zhou,徽州,960,1279,Zhou,118.433945,29.86577
24797,Zhang Bogai,張伯垓,1131/01/01 00:00,M,unknown,unknown,Xuan Zhou,宣州,960,1279,Zhou,118.7425003,30.94694138
24797,Zhang Bogai,張伯垓,1131/01/01 00:00,M,unknown,unknown,She Zhou,歙州,960,1120,Zhou,118.4339447,29.86577034
24797,Zhang Bogai,張伯垓,1131/01/01 00:00,M,unknown,unknown,Jia Zhou,嘉州,960,1279,Zhou,103.7599,29.5704
24797,Zhang Bogai,張伯垓,1131/01/01 00:00,M,unknown,unknown,Shaoxing Fu,紹興府,960,1279,Fu,120.578262,30.004515
24800,Zhang Fan,張範,1111/01/01 00:00,M,unknown,unknown,Nan'an,南安,1211,1279,Xian,114.745163,25.658571
24801,Zhang Yan,張巖,1140/01/01 00:00,M,unknown,unknown,Fu Zhou,福州,960,1279,Zhou,119.321577,26.073954
24801,Zhang Yan,張巖,1140/01/01 00:00,M,unknown,unknown,Run Zhou,潤州,960,1112,Zhou,119.4442902,32.20648956
25032,Zhang Tingjian(2),張庭堅,1062/01/01 00:00,M,unknown,unknown,Chen Zhou,陳州,960,1126,Zhou,114.8824,33.73398
25032,Zhang Tingjian(2),張庭堅,1062/01/01 00:00,M,unknown,unknown,Chengdu Fu,成都府,960,1279,Fu,104.0779953,30.6503849
25032,Zhang Tingjian(2),張庭堅,1062/01/01 00:00,M,unknown,unknown,Changde Fu,常德府,960,1279,Fu,111.6913,29.034807
25032,Zhang Tingjian(2),張庭堅,1062/01/01 00:00,M,unknown,unknown,Han Zhou,漢州,960,1279,Zhou,104.2830658,30.98130989
25091,Zhang Xun,張巽,1054/01/01 00:00,M,unknown,unknown,Deng Zhou,鄧州,960,1126,Zhou,112.0809631,32.6848259
25196,Zhang Gao(6),張暠,1149/01/01 00:00,M,unknown,unknown,Yongchun,永春,960,1279,Xian,118.28717,25.32579
25197,Zhang Zhengzi,張正子,1185/01/01 00:00,M,unknown,unknown,Qing Zhou,清州,1108,1126,Zhou,116.825432,38.580715
25197,Zhang Zhengzi,張正子,1185/01/01 00:00,M,unknown,unknown,Jing Zhou,靖州,1081,1279,Zhou,109.709577,26.575192
25198,Zhang Chong,張翀,1182/01/01 00:00,M,unknown,unknown,Ting Zhou,汀州,960,1279,Zhou,116.3495407,25.83338165
26513,Zhang Jingguan,張景觀,997/01/01 00:00,M,unknown,unknown,Wulong,武龍,960,1279,Xian,107.687035,29.38442
26521,Zhang Xianzhong,張顯忠,972/01/01 00:00,M,972,1031,Ba Zhou,霸州,960,1126,Zhou,116.3952484,39.10153961
26541,Zhang Gongyu(2),張公裕,1023/01/01 00:00,M,1023,1083,Tang Xian,唐縣,960,1126,Xian,114.858147,38.707439
26541,Zhang Gongyu(2),張公裕,1023/01/01 00:00,M,1023,1083,Jia Zhou,嘉州,960,1279,Zhou,103.7599,29.5704
26542,Zhang Gongshao,張公邵,1030/01/01 00:00,M,1030,1097,Cangxi,蒼溪,960,1279,Xian,105.933037,31.743105
26542,Zhang Gongshao,張公邵,1030/01/01 00:00,M,1030,1097,Dazu,大足,960,1279,Xian,105.710487,29.711468
26950,Zhang Zi,張孜,997/01/01 00:00,M,997,1063,Cao Zhou,曹州,960,1126,Zhou,115.4441299,35.25025177
26950,Zhang Zi,張孜,997/01/01 00:00,M,997,1063,Hezhong Fu,河中府,960,1126,Fu,110.332306,34.835129
27005,Zhang Mu(4),張牧,937/01/01 00:00,M,937,1004,Zi Zhou,資州,960,1242,Zhou,104.8483582,29.78474808
27005,Zhang Mu(4),張牧,937/01/01 00:00,M,937,1004,Zhongdu,中都,960,1126,Xian,116.484373,35.728807
27005,Zhang Mu(4),張牧,937/01/01 00:00,M,937,1004,Sihui,四會,960,1279,Xian,112.694534,23.348709
27005,Zhang Mu(4),張牧,937/01/01 00:00,M,937,1004,Xiuning,休寧,960,1279,Xian,118.1757736,29.78119087
27005,Zhang Mu(4),張牧,937/01/01 00:00,M,937,1004,Changshu,常熟,960,1279,Xian,120.733788,31.646582
27005,Zhang Mu(4),張牧,937/01/01 00:00,M,937,1004,Xiu Zhou,秀州,960,1279,Zhou,120.753204,30.767469
27019,Zhang Chu,張蒭,1015/01/01 00:00,M,1015,1080,Yongji,永濟,960,1071,Xian,115.407806,36.65789
27019,Zhang Chu,張蒭,1015/01/01 00:00,M,1015,1080,Yuhang,餘杭,960,1279,Xian,119.9406,30.27177
27019,Zhang Chu,張蒭,1015/01/01 00:00,M,1015,1080,Deng Zhou,登州,960,1126,Zhou,112.0809631,32.6848259
27019,Zhang Chu,張蒭,1015/01/01 00:00,M,1015,1080,Yingtian Fu,應天府,960,1126,Fu,115.6460724,34.44766235
27019,Zhang Chu,張蒭,1015/01/01 00:00,M,1015,1080,Kaifeng Fu,開封府,1053,1119,Fu,114.34333,34.785477
27112,Zhang Ren,張任,932/01/01 00:00,M,unknown,unknown,Ouning,甌寧,1066,1279,Xian,118.3237839,27.03886414
27114,Zhang Xian,張先,990/01/01 00:00,M,990,1078,Guo Zhou,虢州,960,1126,Zhou,110.865379,34.527512
27114,Zhang Xian,張先,990/01/01 00:00,M,990,1078,An Zhou,安州,1042,1118,Zhou,113.6889191,31.26371002
27115,Zhang Tao,張祹,995/01/01 00:00,M,995,1050,Fu Zhou,撫州,960,1279,Zhou,116.3513413,27.98478127
27115,Zhang Tao,張祹,995/01/01 00:00,M,995,1050,Fengxin,奉新,960,1279,Xian,115.377151,28.70723
27115,Zhang Tao,張祹,995/01/01 00:00,M,995,1050,Mingshan,名山,960,1279,Xian,103.096069,30.094233
27115,Zhang Tao,張祹,995/01/01 00:00,M,995,1050,An Zhou,安州,1042,1118,Zhou,113.6889191,31.26371002
27115,Zhang Tao,張祹,995/01/01 00:00,M,995,1050,Xuancheng,宣城,960,1279,Xian,118.7425,30.946941
27115,Zhang Tao,張祹,995/01/01 00:00,M,995,1050,Guang Zhou,廣州,960,1279,Zhou,113.2560654,23.13462448
27186,Zhang Dong,張棟,1145/01/01 00:00,M,unknown,unknown,Shu Zhou,舒州,960,1194,Zhou,116.5671997,30.6303463
27186,Zhang Dong,張棟,1145/01/01 00:00,M,unknown,unknown,Xiangyang Fu,襄陽府,1119,1279,Fu,112.158699,32.026524
27186,Zhang Dong,張棟,1145/01/01 00:00,M,unknown,unknown,Jianan,建安,960,1279,Xian,118.323784,27.038864
27186,Zhang Dong,張棟,1145/01/01 00:00,M,unknown,unknown,Songxi,松溪,960,1279,Xian,118.774612,27.528404
27431,Zhang Wei,張維,1113/01/01 00:00,M,1113,1181,Guangnanxi Lu,廣南西路,960,1279,Lu,110.2863,25.28006
27431,Zhang Wei,張維,1113/01/01 00:00,M,1113,1181,Ting Zhou,汀州,960,1279,Zhou,116.3495407,25.83338165
27431,Zhang Wei,張維,1113/01/01 00:00,M,1113,1181,Longxi,龍溪,960,1279,Xian,117.653053,24.511744
27431,Zhang Wei,張維,1113/01/01 00:00,M,1113,1181,Min Xian,閩縣,960,1279,Xian,119.321577,26.073954
27431,Zhang Wei,張維,1113/01/01 00:00,M,1113,1181,Jingjiang Fu,靜江府,960,1279,Fu,110.2862625,25.28005981
27431,Zhang Wei,張維,1113/01/01 00:00,M,1113,1181,Jiankang Fu,建康府,1129,1279,Fu,118.76899,32.052563
27431,Zhang Wei,張維,1113/01/01 00:00,M,1113,1181,Ting Zhou,汀州,960,1279,Zhou,116.3495407,25.83338165
27502,Zhang Zongyue,張宗說,1145/01/01 00:00,M,1145,1227,Gui Zhou,歸州,1130,1279,Zhou,110.690252,30.983995
27575,Zhang Xia,張洽,1179/01/01 00:00,M,unknown,unknown,Yuan Zhou,袁州,960,1279,Zhou,114.375885,27.794266
27575,Zhang Xia,張洽,1179/01/01 00:00,M,unknown,unknown,Songzi,松滋,960,1279,Xian,111.714066,30.345695
27575,Zhang Xia,張洽,1179/01/01 00:00,M,unknown,unknown,Yongxin,永新,960,1279,Xian,114.23687,26.945564
27575,Zhang Xia,張洽,1179/01/01 00:00,M,unknown,unknown,Chi Zhou,池州,960,1279,Zhou,117.4818344,30.65466118
27575,Zhang Xia,張洽,1179/01/01 00:00,M,unknown,unknown,Chi Zhou,池州,960,1279,Zhou,117.4818344,30.65466118
27575,Zhang Xia,張洽,1179/01/01 00:00,M,unknown,unknown,Yongxin,永新,960,1279,Xian,114.23687,26.945564
27791,Zhang Kan,張侃,1169/01/01 00:00,M,unknown,unknown,Shangyu,上虞,960,1279,Xian,120.973587,29.952654
27951,Zhang Guanguang,張觀光,1263/01/01 00:00,M,unknown,unknown,Shaoxing Lu,紹興路,1280,1367,Lu,120.5782623,30.00451469
27951,Zhang Guanguang,張觀光,1263/01/01 00:00,M,unknown,unknown,Wuzhou Lu,婺州路,1280,1367,Lu,119.6499176,29.10471153
27993,Zhang Yanghao,張養浩,1270/01/01 00:00,M,1270,1329,Tangyi,堂邑,1235,1367,Xian,115.774849,36.487839
28002,Zhang Zhushan,張鑄山,1235/01/01 00:00,M,1235,1283,Dongchang Lu,東昌路,1235,1367,Lu,115.9886932,36.44773865
28002,Zhang Zhushan,張鑄山,1235/01/01 00:00,M,1235,1283,Bozhou Junmin'anfusi,播州軍民安撫司,1280,1367,Junmin`anfusi,106.9316,27.69562
28003,Zhang Fu(6),張福,1206/01/01 00:00,M,unknown,unknown,Ji'nan Lu,濟南路,1235,1367,Lu,117.011,36.6492
28004,Zhang Di(2),張迪,1177/01/01 00:00,M,unknown,unknown,Ji'nan Lu,濟南路,1235,1367,Lu,117.011,36.6492
28004,Zhang Di(2),張迪,1177/01/01 00:00,M,unknown,unknown,Ji'nan Lu,濟南路,1235,1367,Lu,117.011,36.6492
28005,Zhang Fan(2),張範,1252/01/01 00:00,M,1252,1328,Wei Zhou,濰州,1235,1367,Zhou,119.106499,36.702705
28377,Zhang Yining,張以寧,1301/01/01 00:00,M,1301,1370,Liuhe,六合,1280,1367,Xian,118.837898,32.348419
28377,Zhang Yining,張以寧,1301/01/01 00:00,M,1301,1370,Huangyan Zhou,黃巖州,1280,1367,Zhou,121.2583542,28.64261246
28490,Zhang Bochun,張伯淳,1243/01/01 00:00,M,1243,1303,Hangzhou Lu,杭州路,1280,1367,Lu,120.1686249,30.2941246
28490,Zhang Bochun,張伯淳,1243/01/01 00:00,M,1243,1303,Qingyuan Lu,慶元路,1280,1367,Lu,121.5426559,29.86631584
28493,Zhang Cai,張采,1272/01/01 00:00,M,unknown,unknown,Hedong,河東,1235,1367,Xian,110.332306,34.835129
28493,Zhang Cai,張采,1272/01/01 00:00,M,unknown,unknown,Wuxi Zhou,無錫州,1280,1367,Zhou,120.2976685,31.57461357
28493,Zhang Cai,張采,1272/01/01 00:00,M,unknown,unknown,Wenzhou Lu,溫州路,1280,1367,Lu,120.6532211,28.01829147
28493,Zhang Cai,張采,1272/01/01 00:00,M,unknown,unknown,Wujiang Zhou,吳江州,1280,1367,Zhou,120.6377869,31.16706467
28845,Zhang Zhihan,張之翰,1243/01/01 00:00,M,1243,1296,Songjiang Fu,松江府,1276,1367,Fu,121.2276382,31.00947571
28845,Zhang Zhihan,張之翰,1243/01/01 00:00,M,1243,1296,Zhending Lu,真定路,1235,1367,Lu,114.5636444,38.14011002
28947,Zhang Jinjienu,張金界奴,1296/01/01 00:00,M,1296,unknown,Dadu Lu,大都路,1219,1367,Lu,116.0654297,39.80779266
28962,Zhang Han,張翰,1162/01/01 00:00,M,unknown,unknown,Huichuan,會川,1153,1234,Xian,116.825432,38.580715
29013,Zhang Jingwu,張景武,1293/01/01 00:00,M,unknown,unknown,Baoding Lu,保定路,1235,1367,Lu,115.5020905,38.85570145
29217,Zhang Gongjue,張公爵,1274/01/01 00:00,M,unknown,unknown,Shunde Lu,順德路,1235,1367,Lu,114.4942627,37.06636047
29446,Zhang Yongdao,張用道,1266/01/01 00:00,M,unknown,unknown,Luling,廬陵,1280,1367,Xian,114.971275,27.103239
29548,Zhang Jie,張戒,1095/01/01 00:00,M,unknown,unknown,Tai Zhou,台州,960,1279,Zhou,121.1205978,28.84313202
29558,Zhang Biaochen,張表臣,1119/01/01 00:00,M,unknown,unknown,Chang Zhou,常州,960,1279,Zhou,119.952301,31.78278351
29946,Zhang Shuwen,張叔溫,1323/01/01 00:00,M,unknown,unknown,Shangyu,上虞,1280,1367,Xian,120.973587,29.952654
30975,Zhang Zhuo,張鷟,658/01/01 00:00,M,658,730,Xiangle,襄樂,618,959,Xian,108.1296,35.6203
30975,Zhang Zhuo,張鷟,658/01/01 00:00,M,658,730,Luoyang,洛陽,710,959,Xian,112.38263,34.665276
30975,Zhang Zhuo,張鷟,658/01/01 00:00,M,658,730,Chang'an,長安,618,907,Xian,108.9069824,34.24642181
30976,Zhang Jian,張薦,744/01/01 00:00,M,744,804,Yangdi,陽翟,662,842,Xian,113.467056,34.162491
30977,Zhang Youxin,張又新,773/01/01 00:00,M,unknown,unknown,Ting Zhou,汀州,741,959,Zhou,116.349541,25.833382
30977,Zhang Youxin,張又新,773/01/01 00:00,M,unknown,unknown,Wen Zhou,溫州,675,959,Zhou,120.653221,28.018291
30977,Zhang Youxin,張又新,773/01/01 00:00,M,unknown,unknown,Jiang Zhou,江州,621,959,Zhou,115.985679,29.722364
30977,Zhang Youxin,張又新,773/01/01 00:00,M,unknown,unknown,Shen Zhou,申州,621,959,Zhou,114.0782,32.1302
30977,Zhang Youxin,張又新,773/01/01 00:00,M,unknown,unknown,Yiyang,義陽,621,959,Xian,114.069244,32.131119
30977,Zhang Youxin,張又新,773/01/01 00:00,M,unknown,unknown,Yongjia,永嘉,690,959,Xian,120.653221,28.018291
30977,Zhang Youxin,張又新,773/01/01 00:00,M,unknown,unknown,Ting Zhou,汀州,741,959,Zhou,116.349541,25.833382
30977,Zhang Youxin,張又新,773/01/01 00:00,M,unknown,unknown,Xinyang,潯陽,634,959,Xian,115.985679,29.722364
30978,Zhang Xifu,張希復,773/01/01 00:00,M,unknown,unknown,He'nan,河南,707,959,Xian,112.38263,34.665276
31228,Zhang Changqi,張昌期,655/01/01 00:00,M,unknown,unknown,Fufeng,扶風,634,959,Xian,107.8684921,34.36182404
31228,Zhang Changqi,張昌期,655/01/01 00:00,M,unknown,unknown,Ru Zhou,汝州,634,959,Zhou,112.8370209,34.16176224
31228,Zhang Changqi,張昌期,655/01/01 00:00,M,unknown,unknown,Chenliu,陳留,627,959,Xian,114.524528,34.673195
31407,Zhang Yue,張說,667/01/01 00:00,M,667,731,Jing zhou,荆州,612,759,zhou,112.1995,30.3496
31407,Zhang Yue,張說,667/01/01 00:00,M,667,731,You Zhou,幽州,618,959,Zhou,116.326,39.8768
31407,Zhang Yue,張說,667/01/01 00:00,M,667,731,Yong Zhou,雍州,618,761,Zhou,108.8546295,34.41218567
31407,Zhang Yue,張說,667/01/01 00:00,M,667,731,Xiang Zhou,相州,618,959,Zhou,114.3548,36.0976
31407,Zhang Yue,張說,667/01/01 00:00,M,667,731,Yue Zhou,岳州,623,959,Zhou,113.0976563,29.37125969
31413,Zhang Jun,張均,696/01/01 00:00,M,unknown,unknown,Taiyuan,太原,723,959,Zhou,112.564827,37.87374878
31413,Zhang Jun,張均,696/01/01 00:00,M,unknown,unknown,Jianan Jun,建安郡,742,757,Jun Commandery,118.323784,27.038864
31413,Zhang Jun,張均,696/01/01 00:00,M,unknown,unknown,Rao Zhou,饒州,621,959,Zhou,116.663833,28.994167
31413,Zhang Jun,張均,696/01/01 00:00,M,unknown,unknown,Su Zhou,蘇州,621,959,Zhou,120.618622,31.31271
31413,Zhang Jun,張均,696/01/01 00:00,M,unknown,unknown,Su Zhou,蘇州,621,959,Zhou,120.618622,31.31271
31413,Zhang Jun,張均,696/01/01 00:00,M,unknown,unknown,Jian'an,建安,741,959,Xian,118.323784,27.038864
31413,Zhang Jun,張均,696/01/01 00:00,M,unknown,unknown,Poyang,鄱陽,625,959,Xian,116.663833,28.994167
31684,Zhang Tinggui,張廷珪,665/01/01 00:00,M,665,734,Fengyi,馮翊,618,959,Xian,109.9481,34.7968
31684,Zhang Tinggui,張廷珪,665/01/01 00:00,M,665,734,Chenliu,陳留,627,959,Xian,114.524528,34.673195
31684,Zhang Tinggui,張廷珪,665/01/01 00:00,M,665,734,Song Zhou,宋州,621,959,Zhou,115.638,34.3599
31684,Zhang Tinggui,張廷珪,665/01/01 00:00,M,665,734,Ruyin,汝陰,627,959,Xian,115.809013,32.903057
31684,Zhang Tinggui,張廷珪,665/01/01 00:00,M,665,734,Ji Zhou,冀州,741,959,Zhou,115.563812,37.565983
31684,Zhang Tinggui,張廷珪,665/01/01 00:00,M,665,734,Mian Zhou,沔州,622,827,Zhou,114.26899,30.552242
31684,Zhang Tinggui,張廷珪,665/01/01 00:00,M,665,734,Su Zhou,蘇州,621,959,Zhou,120.618622,31.31271
31684,Zhang Tinggui,張廷珪,665/01/01 00:00,M,665,734,Yuzhang,豫章,625,761,Xian,115.89772,28.674896
31684,Zhang Tinggui,張廷珪,665/01/01 00:00,M,665,734,Poyang,鄱陽,625,959,Xian,116.663833,28.994167
32012,Zhang Zhazi,張吒子,550/01/01 00:00,M,unknown,unknown,Hedong,河東,741,959,Xian,110.332306,34.835129
32015,Zhang Siyi,張思義,637/01/01 00:00,M,unknown,unknown,Chengji,成紀,741,959,Xian,105.5689,34.9478
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Qin Zhou,秦州,741,959,Zhou,105.7169571,34.58547211
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Pingxiang,平鄉,621,959,Xian,114.918419,36.980137
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Chengdu,成都府,741,959,Fu,104.0779953,30.6503849
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Bin Zhou,邠州,713,959,Zhou,108.0779877,35.03965759
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Tai Zhou,台州,624,959,Zhou,121.120598,28.843132
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Ding Zhou,定州,621,959,Zhou,114.975044,38.520061
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Xinping,新平,618,959,Xian,108.077988,35.039658
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Qin Zhou,秦州,741,959,Zhou,105.7169571,34.58547211
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Taiyuan,太原,723,959,Zhou,112.564827,37.87374878
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Ding Zhou,定州,621,959,Zhou,114.975044,38.520061
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Linhai,臨海,706,959,Xian,121.120598,28.843132
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Liang Zhou,梁州,732,783,Zhou,107.0458145,33.0761528
32016,Zhang Jiazhen,張嘉貞,666/01/01 00:00,M,666,729,Chengdu,成都府,741,959,Fu,104.0779953,30.6503849
32017,Zhang Jiayou,張嘉祐,682/01/01 00:00,M,unknown,741,Dingxiang,定襄,621,959,Xian,112.943771,38.492691
32017,Zhang Jiayou,張嘉祐,682/01/01 00:00,M,unknown,741,Xiang Zhou,相州,618,959,Zhou,114.3548,36.0976
32018,Zhang Yanshang,張延賞,727/01/01 00:00,M,727,787,Luoyang,洛陽,710,959,Xian,112.38263,34.665276
32018,Zhang Yanshang,張延賞,727/01/01 00:00,M,727,787,He'nan,河南府,713,959,Fu,112.38263,34.665276
32018,Zhang Yanshang,張延賞,727/01/01 00:00,M,727,787,Yang Zhou,揚州,626,959,Zhou,119.437187,32.39127
32018,Zhang Yanshang,張延賞,727/01/01 00:00,M,727,787,Jiangling,江陵府,622,959,Fu,112.190773,30.35044479
32018,Zhang Yanshang,張延賞,727/01/01 00:00,M,727,787,Chengdu,成都府,741,959,Fu,104.0779953,30.6503849
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,You Zhou,幽州,618,959,Zhou,116.326,39.8768
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,He'nan,河南府,713,959,Fu,112.38263,34.665276
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Lantian,藍田,618,959,Xian,109.321556,34.153698
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Shan Zhou,陝州,618,959,Zhou,111.3626785,34.65605927
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Fu Zhou,撫州,622,959,Zhou,116.351341,27.984781
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Shan Zhou,陝州,618,959,Zhou,111.3626785,34.65605927
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Chenliu,陳留,627,959,Xian,114.524528,34.673195
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Hedong,河東,741,959,Xian,110.332306,34.835129
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Taiyuan,太原,723,959,Zhou,112.564827,37.87374878
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Fanyang,范陽,769,959,Xian,115.968147,39.487221
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Linchuan,臨川,622,959,Xian,116.338577,27.985129
32019,Zhang Hongjing,張弘靖,760/01/01 00:00,M,760,824,Luling,廬陵,682,959,Xian,114.971275,27.103239
32020,Zhang Wengui,張文規,789/01/01 00:00,M,unknown,unknown,Hongnong,弘農,634,959,Xian,110.865379,34.527512
